Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: consent
4,1720172396786,05/07/2024 09:39:56,1720175996786,1,05/07/2024 11:39:56,172913,29,questionnaire-q2am,,38766566,BLIND,11376033,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,END,,,,,,
1,1720172923854,05/07/2024 09:48:43,1720176523854,1,05/07/2024 11:48:43,172913,29,questionnaire-q2am,,38766744,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720172938655,05/07/2024 09:48:58,1720176538655,1,05/07/2024 11:48:58,172913,29,questionnaire-q2am,,38766744,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720172938655,05/07/2024 09:48:58,1720176538655,1,05/07/2024 11:48:58,172913,29,questionnaire-q2am,,38766744,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720172938655,05/07/2024 09:48:58,1720176538655,1,05/07/2024 11:48:58,172913,29,questionnaire-q2am,,38766744,BLIND,11376071,,complete,,,computer,Desktop or Laptop,Mac OS 13.0.1,Chrome 107.0.0.0,1440x900,1200x744,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,END,,,,,,
1,1720172929835,05/07/2024 09:48:49,1720176529835,1,05/07/2024 11:48:49,172913,29,questionnaire-q2am,,38766747,BLIND,11376027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720172934662,05/07/2024 09:48:54,1720176534662,1,05/07/2024 11:48:54,172913,29,questionnaire-q2am,,38766747,BLIND,11376027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720172934662,05/07/2024 09:48:54,1720176534662,1,05/07/2024 11:48:54,172913,29,questionnaire-q2am,,38766747,BLIND,11376027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720172934662,05/07/2024 09:48:54,1720176534662,1,05/07/2024 11:48:54,172913,29,questionnaire-q2am,,38766747,BLIND,11376027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,END,,,,,,
1,1720174047331,05/07/2024 10:07:27,1720177647331,1,05/07/2024 12:07:27,172913,29,questionnaire-q2am,,38767137,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720174055075,05/07/2024 10:07:35,1720177655075,1,05/07/2024 12:07:35,172913,29,questionnaire-q2am,,38767137,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720174055075,05/07/2024 10:07:35,1720177655075,1,05/07/2024 12:07:35,172913,29,questionnaire-q2am,,38767137,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720174055076,05/07/2024 10:07:35,1720177655076,1,05/07/2024 12:07:35,172913,29,questionnaire-q2am,,38767137,BLIND,11376160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x626,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,END,,,,,,
1,1720174045049,05/07/2024 10:07:25,1720177645049,1,05/07/2024 12:07:25,172913,29,questionnaire-q2am,,38767144,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720174057204,05/07/2024 10:07:37,1720177657204,1,05/07/2024 12:07:37,172913,29,questionnaire-q2am,,38767144,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720174057204,05/07/2024 10:07:37,1720177657204,1,05/07/2024 12:07:37,172913,29,questionnaire-q2am,,38767144,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720174057205,05/07/2024 10:07:37,1720177657205,1,05/07/2024 12:07:37,172913,29,questionnaire-q2am,,38767144,BLIND,11376158,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,END,,,,,,
1,1720174058235,05/07/2024 10:07:38,1720177658235,1,05/07/2024 12:07:38,172913,29,questionnaire-q2am,,38767150,BLIND,11376164,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x879,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720174067131,05/07/2024 10:07:47,1720177667131,1,05/07/2024 12:07:47,172913,29,questionnaire-q2am,,38767150,BLIND,11376164,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x879,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720174067131,05/07/2024 10:07:47,1720177667131,1,05/07/2024 12:07:47,172913,29,questionnaire-q2am,,38767150,BLIND,11376164,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x879,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720174067131,05/07/2024 10:07:47,1720177667131,1,05/07/2024 12:07:47,172913,29,questionnaire-q2am,,38767150,BLIND,11376164,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1920x879,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,END,,,,,,
1,1720174645660,05/07/2024 10:17:25,1720178245660,1,05/07/2024 12:17:25,172913,29,questionnaire-q2am,,38767429,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720174659514,05/07/2024 10:17:39,1720178259514,1,05/07/2024 12:17:39,172913,29,questionnaire-q2am,,38767429,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720174659515,05/07/2024 10:17:39,1720178259515,1,05/07/2024 12:17:39,172913,29,questionnaire-q2am,,38767429,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720174659515,05/07/2024 10:17:39,1720178259515,1,05/07/2024 12:17:39,172913,29,questionnaire-q2am,,38767429,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,END,,,,,,
1,1720175120848,05/07/2024 10:25:20,1720178720848,1,05/07/2024 12:25:20,172913,29,questionnaire-q2am,,38767582,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720175129149,05/07/2024 10:25:29,1720178729149,1,05/07/2024 12:25:29,172913,29,questionnaire-q2am,,38767582,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720175129149,05/07/2024 10:25:29,1720178729149,1,05/07/2024 12:25:29,172913,29,questionnaire-q2am,,38767582,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720175129149,05/07/2024 10:25:29,1720178729149,1,05/07/2024 12:25:29,172913,29,questionnaire-q2am,,38767582,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,END,,,,,,
1,1720175349929,05/07/2024 10:29:09,1720178949929,1,05/07/2024 12:29:09,172913,29,questionnaire-q2am,,38767650,BLIND,11376230,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x598,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720175358789,05/07/2024 10:29:18,1720178958789,1,05/07/2024 12:29:18,172913,29,questionnaire-q2am,,38767650,BLIND,11376230,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x598,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720175358789,05/07/2024 10:29:18,1720178958789,1,05/07/2024 12:29:18,172913,29,questionnaire-q2am,,38767650,BLIND,11376230,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x598,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720175358789,05/07/2024 10:29:18,1720178958789,1,05/07/2024 12:29:18,172913,29,questionnaire-q2am,,38767650,BLIND,11376230,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1232x598,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,END,,,,,,
1,1720176318486,05/07/2024 10:45:18,1720179918486,1,05/07/2024 12:45:18,172913,29,questionnaire-q2am,,38768081,BLIND,11376375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720176323043,05/07/2024 10:45:23,1720179923043,1,05/07/2024 12:45:23,172913,29,questionnaire-q2am,,38768081,BLIND,11376375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720176323043,05/07/2024 10:45:23,1720179923043,1,05/07/2024 12:45:23,172913,29,questionnaire-q2am,,38768081,BLIND,11376375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720176323043,05/07/2024 10:45:23,1720179923043,1,05/07/2024 12:45:23,172913,29,questionnaire-q2am,,38768081,BLIND,11376375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,END,,,,,,
1,1720176356519,05/07/2024 10:45:56,1720179956519,1,05/07/2024 12:45:56,172913,29,questionnaire-q2am,,38768110,BLIND,11376359,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1523x694,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720176362611,05/07/2024 10:46:02,1720179962611,1,05/07/2024 12:46:02,172913,29,questionnaire-q2am,,38768110,BLIND,11376359,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1523x694,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720176362611,05/07/2024 10:46:02,1720179962611,1,05/07/2024 12:46:02,172913,29,questionnaire-q2am,,38768110,BLIND,11376359,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1523x694,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720176362612,05/07/2024 10:46:02,1720179962612,1,05/07/2024 12:46:02,172913,29,questionnaire-q2am,,38768110,BLIND,11376359,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1523x694,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,END,,,,,,
1,1720176478671,05/07/2024 10:47:58,1720180078671,1,05/07/2024 12:47:58,172913,29,questionnaire-q2am,,38768150,BLIND,11376296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720176521933,05/07/2024 10:48:41,1720180121933,1,05/07/2024 12:48:41,172913,29,questionnaire-q2am,,38768150,BLIND,11376296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720176521934,05/07/2024 10:48:41,1720180121934,1,05/07/2024 12:48:41,172913,29,questionnaire-q2am,,38768150,BLIND,11376296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720176521935,05/07/2024 10:48:41,1720180121935,1,05/07/2024 12:48:41,172913,29,questionnaire-q2am,,38768150,BLIND,11376296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,END,,,,,,
1,1720176416970,05/07/2024 10:46:56,1720180016970,1,05/07/2024 12:46:56,172913,29,questionnaire-q2am,,38768153,BLIND,11376370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1284x605,1280x599,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720176425105,05/07/2024 10:47:05,1720180025105,1,05/07/2024 12:47:05,172913,29,questionnaire-q2am,,38768153,BLIND,11376370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1284x605,1280x599,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720176425105,05/07/2024 10:47:05,1720180025105,1,05/07/2024 12:47:05,172913,29,questionnaire-q2am,,38768153,BLIND,11376370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1284x605,1280x599,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720176425106,05/07/2024 10:47:05,1720180025106,1,05/07/2024 12:47:05,172913,29,questionnaire-q2am,,38768153,BLIND,11376370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1284x605,1280x599,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,END,,,,,,
1,1720176470260,05/07/2024 10:47:50,1720180070260,1,05/07/2024 12:47:50,172913,29,questionnaire-q2am,,38768247,BLIND,11376357,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x699,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720176481759,05/07/2024 10:48:01,1720180081759,1,05/07/2024 12:48:01,172913,29,questionnaire-q2am,,38768247,BLIND,11376357,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x699,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720176481759,05/07/2024 10:48:01,1720180081759,1,05/07/2024 12:48:01,172913,29,questionnaire-q2am,,38768247,BLIND,11376357,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x699,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720176481759,05/07/2024 10:48:01,1720180081759,1,05/07/2024 12:48:01,172913,29,questionnaire-q2am,,38768247,BLIND,11376357,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1600x699,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,END,,,,,,
1,1720176806575,05/07/2024 10:53:26,1720180406575,1,05/07/2024 12:53:26,172913,29,questionnaire-q2am,,38768399,BLIND,11376326,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,911x411,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720176862641,05/07/2024 10:54:22,1720180462641,1,05/07/2024 12:54:22,172913,29,questionnaire-q2am,,38768399,BLIND,11376326,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,911x411,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720176862643,05/07/2024 10:54:22,1720180462643,1,05/07/2024 12:54:22,172913,29,questionnaire-q2am,,38768399,BLIND,11376326,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,911x411,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720176862645,05/07/2024 10:54:22,1720180462645,1,05/07/2024 12:54:22,172913,29,questionnaire-q2am,,38768399,BLIND,11376326,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,911x411,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,END,,,,,,
1,1720177338479,05/07/2024 11:02:18,1720180938479,1,05/07/2024 13:02:18,172913,29,questionnaire-q2am,,38768715,BLIND,11376459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1245x587,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720177356819,05/07/2024 11:02:36,1720180956819,1,05/07/2024 13:02:36,172913,29,questionnaire-q2am,,38768715,BLIND,11376459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1245x587,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720177356819,05/07/2024 11:02:36,1720180956819,1,05/07/2024 13:02:36,172913,29,questionnaire-q2am,,38768715,BLIND,11376459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1245x587,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720177356819,05/07/2024 11:02:36,1720180956819,1,05/07/2024 13:02:36,172913,29,questionnaire-q2am,,38768715,BLIND,11376459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1245x587,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,END,,,,,,
1,1720177722560,05/07/2024 11:08:42,1720181322560,1,05/07/2024 13:08:42,172913,29,questionnaire-q2am,,38768975,BLIND,11376521,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,763x786,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720177737260,05/07/2024 11:08:57,1720181337260,1,05/07/2024 13:08:57,172913,29,questionnaire-q2am,,38768975,BLIND,11376521,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720177737260,05/07/2024 11:08:57,1720181337260,1,05/07/2024 13:08:57,172913,29,questionnaire-q2am,,38768975,BLIND,11376521,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720177737261,05/07/2024 11:08:57,1720181337261,1,05/07/2024 13:08:57,172913,29,questionnaire-q2am,,38768975,BLIND,11376521,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x945,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,END,,,,,,
1,1720177877392,05/07/2024 11:11:17,1720181477392,1,05/07/2024 13:11:17,172913,29,questionnaire-q2am,,38769039,BLIND,11376488,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720177949607,05/07/2024 11:12:29,1720181549607,1,05/07/2024 13:12:29,172913,29,questionnaire-q2am,,38769039,BLIND,11376488,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720177949608,05/07/2024 11:12:29,1720181549608,1,05/07/2024 13:12:29,172913,29,questionnaire-q2am,,38769039,BLIND,11376488,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720177949608,05/07/2024 11:12:29,1720181549608,1,05/07/2024 13:12:29,172913,29,questionnaire-q2am,,38769039,BLIND,11376488,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,END,,,,,,
1,1720178304166,05/07/2024 11:18:24,1720153104166,-7,04/07/2024 21:18:24,172913,29,questionnaire-q2am,,38769236,BLIND,11376563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720178314205,05/07/2024 11:18:34,1720153114205,-7,04/07/2024 21:18:34,172913,29,questionnaire-q2am,,38769236,BLIND,11376563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720178314205,05/07/2024 11:18:34,1720153114205,-7,04/07/2024 21:18:34,172913,29,questionnaire-q2am,,38769236,BLIND,11376563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720178314206,05/07/2024 11:18:34,1720153114206,-7,04/07/2024 21:18:34,172913,29,questionnaire-q2am,,38769236,BLIND,11376563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x641,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,END,,,,,,
1,1720178600830,05/07/2024 11:23:20,1720182200830,1,05/07/2024 13:23:20,172913,29,questionnaire-q2am,,38769343,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720178644172,05/07/2024 11:24:04,1720182244172,1,05/07/2024 13:24:04,172913,29,questionnaire-q2am,,38769343,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720178644172,05/07/2024 11:24:04,1720182244172,1,05/07/2024 13:24:04,172913,29,questionnaire-q2am,,38769343,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720178644172,05/07/2024 11:24:04,1720182244172,1,05/07/2024 13:24:04,172913,29,questionnaire-q2am,,38769343,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,END,,,,,,
