Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: age,Store: disorders,Store: treatments,Store: oversea,Store: English
3,1720178738731,05/07/2024 11:25:38,1720182338731,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,2,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720178738731,05/07/2024 11:25:38,1720182338731,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,42,,,Age Entry,3,object-8,,0,0,0,1
5,1720178738731,05/07/2024 11:25:38,1720182338731,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720178738732,05/07/2024 11:25:38,1720182338732,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720178738732,05/07/2024 11:25:38,1720182338732,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720178738732,05/07/2024 11:25:38,1720182338732,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720178738732,05/07/2024 11:25:38,1720182338732,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720178738733,05/07/2024 11:25:38,1720182338733,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720178738733,05/07/2024 11:25:38,1720182338733,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720178738733,05/07/2024 11:25:38,1720182338733,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720178738733,05/07/2024 11:25:38,1720182338733,1,05/07/2024 13:25:38,172913,29,questionnaire-y2w6,,38769358,BLIND,11376583,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,960x455,,,0,Demographic New,7,A,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720179340852,05/07/2024 11:35:40,1720182940852,1,05/07/2024 13:35:40,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1782x825,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720179430313,05/07/2024 11:37:10,1720183030313,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Female,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720179430313,05/07/2024 11:37:10,1720183030313,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,2,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720179430314,05/07/2024 11:37:10,1720183030314,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,39,,,Age Entry,3,object-8,,0,0,0,1
5,1720179430314,05/07/2024 11:37:10,1720183030314,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720179430315,05/07/2024 11:37:10,1720183030315,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720179430315,05/07/2024 11:37:10,1720183030315,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720179430315,05/07/2024 11:37:10,1720183030315,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720179430316,05/07/2024 11:37:10,1720183030316,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720179430316,05/07/2024 11:37:10,1720183030316,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720179430317,05/07/2024 11:37:10,1720183030317,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720179430317,05/07/2024 11:37:10,1720183030317,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720179430318,05/07/2024 11:37:10,1720183030318,1,05/07/2024 13:37:10,172913,29,questionnaire-y2w6,,38769561,BLIND,11376635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1917x825,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720179716677,05/07/2024 11:41:56,1720183316677,1,05/07/2024 13:41:56,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720179731443,05/07/2024 11:42:11,1720183331443,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720179731443,05/07/2024 11:42:11,1720183331443,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720179731444,05/07/2024 11:42:11,1720183331444,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,28,,,Age Entry,3,object-8,,0,0,0,1
5,1720179731444,05/07/2024 11:42:11,1720183331444,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720179731444,05/07/2024 11:42:11,1720183331444,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720179731444,05/07/2024 11:42:11,1720183331444,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720179731444,05/07/2024 11:42:11,1720183331444,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720179731445,05/07/2024 11:42:11,1720183331445,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720179731445,05/07/2024 11:42:11,1720183331445,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720179731445,05/07/2024 11:42:11,1720183331445,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720179731445,05/07/2024 11:42:11,1720183331445,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720179731446,05/07/2024 11:42:11,1720183331446,1,05/07/2024 13:42:11,172913,29,questionnaire-y2w6,,38769668,BLIND,11376629,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x813,,,0,Demographic New,7,C,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720179798402,05/07/2024 11:43:18,1720183398402,1,05/07/2024 13:43:18,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720179888183,05/07/2024 11:44:48,1720183488183,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720179888183,05/07/2024 11:44:48,1720183488183,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720179888184,05/07/2024 11:44:48,1720183488184,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,28,,,Age Entry,3,object-8,,0,0,0,1
5,1720179888184,05/07/2024 11:44:48,1720183488184,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720179888185,05/07/2024 11:44:48,1720183488185,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720179888186,05/07/2024 11:44:48,1720183488186,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720179888186,05/07/2024 11:44:48,1720183488186,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720179888187,05/07/2024 11:44:48,1720183488187,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720179888188,05/07/2024 11:44:48,1720183488188,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720179888188,05/07/2024 11:44:48,1720183488188,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720179888189,05/07/2024 11:44:48,1720183488189,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720179888190,05/07/2024 11:44:48,1720183488190,1,05/07/2024 13:44:48,172913,29,questionnaire-y2w6,,38769702,BLIND,11376666,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1331x644,,,0,Demographic New,7,E,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720179892455,05/07/2024 11:44:52,1720183492455,1,05/07/2024 13:44:52,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720179910499,05/07/2024 11:45:10,1720183510499,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Female,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720179910499,05/07/2024 11:45:10,1720183510499,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,2,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720179910499,05/07/2024 11:45:10,1720183510499,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,18,,,Age Entry,3,object-8,,0,0,0,1
5,1720179910499,05/07/2024 11:45:10,1720183510499,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720179910499,05/07/2024 11:45:10,1720183510499,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720179910499,05/07/2024 11:45:10,1720183510499,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720179910500,05/07/2024 11:45:10,1720183510500,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720179910500,05/07/2024 11:45:10,1720183510500,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720179910500,05/07/2024 11:45:10,1720183510500,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720179910500,05/07/2024 11:45:10,1720183510500,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720179910500,05/07/2024 11:45:10,1720183510500,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720179910501,05/07/2024 11:45:10,1720183510501,1,05/07/2024 13:45:10,172913,29,questionnaire-y2w6,,38769735,BLIND,11376681,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Demographic New,7,F,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720179968929,05/07/2024 11:46:08,1720183568929,1,05/07/2024 13:46:08,172913,29,questionnaire-y2w6,,38769756,BLIND,11376667,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1885x946,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720180061148,05/07/2024 11:47:41,1720183661148,1,05/07/2024 13:47:41,172913,29,questionnaire-y2w6,,38769756,BLIND,11376667,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1885x946,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720180061149,05/07/2024 11:47:41,1720183661149,1,05/07/2024 13:47:41,172913,29,questionnaire-y2w6,,38769756,BLIND,11376667,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1885x946,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720180061149,05/07/2024 11:47:41,1720183661149,1,05/07/2024 13:47:41,172913,29,questionnaire-y2w6,,38769756,BLIND,11376667,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1885x946,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,30,,,Age Entry,3,object-8,,0,0,0,1
5,1720180061149,05/07/2024 11:47:41,1720183661149,1,05/07/2024 13:47:41,172913,29,questionnaire-y2w6,,38769756,BLIND,11376667,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1885x946,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720180061149,05/07/2024 11:47:41,1720183661149,1,05/07/2024 13:47:41,172913,29,questionnaire-y2w6,,38769756,BLIND,11376667,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1885x946,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
