trial_number,block_number,payoff,response,left,right,payoff_left,payoff_right,context,arms,choice,trial,value_left,value_right,IIU,PIU,IU,IM,Anx,ID
2,2,-5,Right,**R**,**S**,-5,-5,Lose,SR,2,2,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
3,2,-2,Left,**R**,**S**,-2,-5,Lose,SR,1,3,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
4,2,-5,Right,**R**,**S**,-3,-5,Lose,SR,2,4,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
5,2,-5,Right,**R**,**S**,-7,-5,Lose,SR,2,5,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
6,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,6,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
7,2,-6,Left,**R**,**S**,-6,-5,Lose,SR,1,7,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
8,2,-5,Right,**R**,**S**,-1,-5,Lose,SR,2,8,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
9,2,-5,Right,**R**,**S**,-4,-5,Lose,SR,2,9,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
10,2,-5,Right,**R**,**S**,-5,-5,Lose,SR,2,10,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
11,2,-5,Right,**R**,**S**,-4,-5,Lose,SR,2,11,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
12,2,-5,Right,**R**,**S**,-3,-5,Lose,SR,2,12,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
13,12,-4,Right,**R**,**r**,-2,-4,Lose,rR,2,1,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
14,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,2,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
15,12,-5,Left,**R**,**r**,-5,-6,Lose,rR,1,3,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
16,12,-5,Right,**R**,**r**,-4,-5,Lose,rR,2,4,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
17,12,-4,Right,**R**,**r**,-3,-4,Lose,rR,2,5,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
18,12,-5,Right,**R**,**r**,-3,-5,Lose,rR,2,6,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
19,12,-6,Right,**R**,**r**,-7,-6,Lose,rR,2,7,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
20,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,8,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
21,12,-6,Right,**R**,**r**,-6,-6,Lose,rR,2,9,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
22,12,-1,Left,**R**,**r**,-1,-4,Lose,rR,1,10,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
23,12,-5,Right,**R**,**r**,-5,-5,Lose,rR,2,11,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
24,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,12,-4,-5,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
25,7,5,Left,**R**,**S**,5,3,Win,SR,1,1,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
26,7,3,Right,**R**,**S**,3,3,Win,SR,2,2,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
27,7,1,Left,**R**,**S**,1,3,Win,SR,1,3,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
28,7,4,Left,**R**,**S**,4,3,Win,SR,1,4,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
29,7,7,Left,**R**,**S**,7,3,Win,SR,1,5,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
30,7,4,Left,**R**,**S**,4,3,Win,SR,1,6,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
31,7,4,Left,**R**,**S**,4,3,Win,SR,1,7,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
32,7,6,Left,**R**,**S**,6,3,Win,SR,1,8,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
33,7,4,Left,**R**,**S**,4,3,Win,SR,1,9,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
34,7,3,Left,**R**,**S**,3,3,Win,SR,1,10,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
35,7,2,Left,**R**,**S**,2,3,Win,SR,1,11,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
36,7,5,Left,**R**,**S**,5,3,Win,SR,1,12,4,3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
37,5,-2,Right,**R**,**S**,-4,-2,Lose,SR,2,1,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
38,5,-2,Right,**R**,**S**,-3,-2,Lose,SR,2,2,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
39,5,-2,Right,**R**,**S**,-4,-2,Lose,SR,2,3,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
40,5,-2,Right,**R**,**S**,-7,-2,Lose,SR,2,4,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
41,5,-2,Right,**R**,**S**,-5,-2,Lose,SR,2,5,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
42,5,-2,Right,**R**,**S**,-4,-2,Lose,SR,2,6,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
43,5,-2,Left,**R**,**S**,-2,-2,Lose,SR,1,7,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
44,5,-2,Right,**R**,**S**,-6,-2,Lose,SR,2,8,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
45,5,-3,Left,**R**,**S**,-3,-2,Lose,SR,1,9,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
46,5,-2,Right,**R**,**S**,-1,-2,Lose,SR,2,10,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
47,5,-2,Right,**R**,**S**,-4,-2,Lose,SR,2,11,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
48,5,-5,Left,**R**,**S**,-5,-2,Lose,SR,1,12,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
49,4,-3,Right,**R**,**S**,-6,-3,Lose,SR,2,1,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
50,4,-3,Right,**R**,**S**,-7,-3,Lose,SR,2,2,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
51,4,-1,Left,**R**,**S**,-1,-3,Lose,SR,1,3,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
52,4,-4,Left,**R**,**S**,-4,-3,Lose,SR,1,4,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
53,4,-3,Right,**R**,**S**,-5,-3,Lose,SR,2,5,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
54,4,-3,Right,**R**,**S**,-3,-3,Lose,SR,2,6,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
55,4,-3,Right,**R**,**S**,-2,-3,Lose,SR,2,7,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
56,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,8,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
57,4,-4,Left,**R**,**S**,-4,-3,Lose,SR,1,9,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
58,4,-3,Right,**R**,**S**,-5,-3,Lose,SR,2,10,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
59,4,-3,Right,**R**,**S**,-3,-3,Lose,SR,2,11,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
60,4,-3,Right,**R**,**S**,-4,-3,Lose,SR,2,12,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
62,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,2,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
63,3,-4,Left,**S**,**R**,-4,-1,Lose,SR,1,3,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
64,3,-4,Left,**S**,**R**,-4,-3,Lose,SR,1,4,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
65,3,-5,Right,**S**,**R**,-4,-5,Lose,SR,2,5,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
66,3,-2,Right,**S**,**R**,-4,-2,Lose,SR,2,6,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
67,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,7,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
68,3,-4,Left,**S**,**R**,-4,-3,Lose,SR,1,8,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
69,3,-4,Left,**S**,**R**,-4,-7,Lose,SR,1,9,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
70,3,-4,Left,**S**,**R**,-4,-6,Lose,SR,1,10,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
71,3,-5,Right,**S**,**R**,-4,-5,Lose,SR,2,11,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
72,3,-4,Left,**S**,**R**,-4,-4,Lose,SR,1,12,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
73,18,2,Right,**r**,**R**,3,2,Win,rR,2,1,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
74,18,5,Left,**r**,**R**,5,7,Win,rR,1,2,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
75,18,5,Left,**r**,**R**,5,6,Win,rR,1,3,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
76,18,5,Right,**r**,**R**,4,5,Win,rR,2,4,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
77,18,3,Right,**r**,**R**,4,3,Win,rR,2,5,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
78,18,3,Left,**r**,**R**,3,1,Win,rR,1,6,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
79,18,5,Left,**r**,**R**,5,5,Win,rR,1,7,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
80,18,4,Right,**r**,**R**,4,4,Win,rR,2,8,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
81,18,3,Left,**r**,**R**,3,3,Win,rR,1,9,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
82,18,4,Left,**r**,**R**,4,4,Win,rR,1,10,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
83,18,4,Right,**r**,**R**,4,4,Win,rR,2,11,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
84,18,4,Left,**r**,**R**,4,4,Win,rR,1,12,4,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
85,15,-3,Right,**R**,**r**,-7,-3,Lose,rR,2,1,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
86,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,2,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
87,15,-2,Right,**R**,**r**,-3,-2,Lose,rR,2,3,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
88,15,-3,Right,**R**,**r**,-5,-3,Lose,rR,2,4,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
89,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,5,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
90,15,-1,Right,**R**,**r**,-1,-1,Lose,rR,2,6,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
91,15,-3,Left,**R**,**r**,-3,-1,Lose,rR,1,7,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
92,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,8,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
93,15,-3,Right,**R**,**r**,-6,-3,Lose,rR,2,9,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
94,15,-1,Right,**R**,**r**,-2,-1,Lose,rR,2,10,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
95,15,-2,Right,**R**,**r**,-5,-2,Lose,rR,2,11,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
96,15,-2,Right,**R**,**r**,-4,-2,Lose,rR,2,12,-4,-2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
97,1,-6,Left,**S**,**R**,-6,-4,Lose,SR,1,1,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
98,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,2,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
99,1,-6,Left,**S**,**R**,-6,-4,Lose,SR,1,3,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
100,1,-6,Right,**S**,**R**,-6,-6,Lose,SR,2,4,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
101,1,-5,Right,**S**,**R**,-6,-5,Lose,SR,2,5,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
102,1,-5,Right,**S**,**R**,-6,-5,Lose,SR,2,6,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
103,1,-6,Left,**S**,**R**,-6,-3,Lose,SR,1,7,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
104,1,-7,Right,**S**,**R**,-6,-7,Lose,SR,2,8,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
105,1,-6,Left,**S**,**R**,-6,-4,Lose,SR,1,9,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
106,1,-3,Right,**S**,**R**,-6,-3,Lose,SR,2,10,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
107,1,-6,Left,**S**,**R**,-6,-1,Lose,SR,1,11,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
108,1,-2,Right,**S**,**R**,-6,-2,Lose,SR,2,12,-6,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
109,9,5,Left,**S**,**R**,5,3,Win,SR,1,1,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
110,9,1,Right,**S**,**R**,5,1,Win,SR,2,2,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
111,9,4,Right,**S**,**R**,5,4,Win,SR,2,3,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
112,9,5,Left,**S**,**R**,5,3,Win,SR,1,4,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
113,9,5,Left,**S**,**R**,5,5,Win,SR,1,5,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
114,9,5,Left,**S**,**R**,5,6,Win,SR,1,6,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
115,9,5,Left,**S**,**R**,5,7,Win,SR,1,7,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
116,9,5,Left,**S**,**R**,5,4,Win,SR,1,8,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
117,9,5,Left,**S**,**R**,5,4,Win,SR,1,9,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
118,9,5,Left,**S**,**R**,5,5,Win,SR,1,10,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
119,9,2,Right,**S**,**R**,5,2,Win,SR,2,11,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
120,9,5,Left,**S**,**R**,5,4,Win,SR,1,12,5,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
121,13,-3,Left,**r**,**R**,-3,-3,Lose,rR,1,1,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
122,13,-5,Left,**r**,**R**,-5,-7,Lose,rR,1,2,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
123,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,3,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
124,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,4,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
125,13,-4,Left,**r**,**R**,-4,-5,Lose,rR,1,5,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
126,13,-3,Left,**r**,**R**,-3,-1,Lose,rR,1,6,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
127,13,-5,Left,**r**,**R**,-5,-5,Lose,rR,1,7,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
128,13,-4,Right,**r**,**R**,-4,-4,Lose,rR,2,8,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
129,13,-3,Left,**r**,**R**,-3,-2,Lose,rR,1,9,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
130,13,-4,Left,**r**,**R**,-4,-3,Lose,rR,1,10,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
131,13,-5,Left,**r**,**R**,-5,-6,Lose,rR,1,11,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
132,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,12,-4,-4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
133,14,-4,Right,**R**,**r**,-7,-4,Lose,rR,2,1,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
134,14,-4,Left,**R**,**r**,-4,-3,Lose,rR,1,2,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
135,14,-3,Right,**R**,**r**,-3,-3,Lose,rR,2,3,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
136,14,-3,Right,**R**,**r**,-4,-3,Lose,rR,2,4,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
137,14,-3,Right,**R**,**r**,-4,-3,Lose,rR,2,5,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
138,14,-2,Right,**R**,**r**,-2,-2,Lose,rR,2,6,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
139,14,-2,Right,**R**,**r**,-3,-2,Lose,rR,2,7,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
140,14,-4,Right,**R**,**r**,-5,-4,Lose,rR,2,8,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
141,14,-1,Left,**R**,**r**,-1,-2,Lose,rR,1,9,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
142,14,-4,Right,**R**,**r**,-6,-4,Lose,rR,2,10,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
143,14,-5,Left,**R**,**r**,-5,-3,Lose,rR,1,11,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
144,14,-3,Right,**R**,**r**,-4,-3,Lose,rR,2,12,-4,-3,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
145,16,1,Right,**R**,**r**,3,1,Win,rR,2,1,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
146,16,3,Left,**R**,**r**,3,2,Win,rR,1,2,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
147,16,3,Right,**R**,**r**,7,3,Win,rR,2,3,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
148,16,1,Right,**R**,**r**,2,1,Win,rR,2,4,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
149,16,3,Right,**R**,**r**,6,3,Win,rR,2,5,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
150,16,5,Left,**R**,**r**,5,3,Win,rR,1,6,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
151,16,4,Left,**R**,**r**,4,2,Win,rR,1,7,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
152,16,5,Left,**R**,**r**,5,2,Win,rR,1,8,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
153,16,4,Left,**R**,**r**,4,2,Win,rR,1,9,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
154,16,4,Left,**R**,**r**,4,2,Win,rR,1,10,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
155,16,4,Left,**R**,**r**,4,2,Win,rR,1,11,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
156,16,1,Left,**R**,**r**,1,1,Win,rR,1,12,4,2,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
157,20,3,Right,**r**,**R**,5,3,Win,rR,2,1,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
158,20,4,Right,**r**,**R**,6,4,Win,rR,2,2,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
159,20,4,Right,**r**,**R**,6,4,Win,rR,2,3,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
160,20,4,Right,**r**,**R**,6,4,Win,rR,2,4,6,4,0.24885334338225004,-0.44804659063069646,0.043010223409132686,-0.1976196494751833,0.18846370993894662,65
